item_id,restaurant,name,calories,fat_g,carbohydrates_g,protein_g,sodium_mg,cholesterol_mg,fiber_g,restaurant_id
1935,Golden Corral,CELERY STICKS,5,0,1,0,15,0,0,11
1936,Golden Corral,CHARRO BEANS,100,2,16,5,490,0,5,11
1937,Golden Corral,CHEDDAR CHEESE,60,4,0,4,90,15,0,11
1938,Golden Corral,CHEDDAR STUFFED POTATOES,230,7,35,8,530,20,2,11
1939,Golden Corral,CHEESE ENCHILADAS,240,17,10,10,620,40,1,11
1940,Golden Corral,CHEESE GRITS,170,9,16,7,310,20,0,11
1941,Golden Corral,CHEESE PIZZA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11
1942,Golden Corral,CHEESE PIZZA,210,7,26,9,540,15,1,11
1943,Golden Corral,CHEESE SAUCE,100,8,3,3,450,10,0,11
1944,Golden Corral,CHERRY COBBLER,200,5,37,2,220,5,1,11
1945,Golden Corral,CHERRY PEPPERS,10,0,2,0,740,0,0,11
1946,Golden Corral,CHERRY PIE,260,10,40,2,230,0,1,11
1947,Golden Corral,CHERRY TOMATOES,15,0,3,1,0,0,1,11
1948,Golden Corral,CHERRY TOPPING,50,0,12,0,25,0,0,11
1949,Golden Corral,CHICKEN AND NOODLE DUMPLINGS,210,7,25,13,1100,45,1,11
1950,Golden Corral,CHICKEN BISTRO MELT,270,16,12,17,590,60,0,11
1951,Golden Corral,CHICKEN CACCIATORE,280,19,6,23,970,140,2,11
1952,Golden Corral,CHICKEN CAESAR SALAD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11
1953,Golden Corral,CHICKEN ENCHILADAS,190,11,11,11,670,40,1,11
1954,Golden Corral,CHICKEN FAJITAS,80,3,3,10,230,30,0,11
1955,Golden Corral,CHICKEN FRIED CHICKEN,270,14,14,21,710,60,1,11
1956,Golden Corral,CHICKEN FRIED STEAK,150,8,10,7,370,15,0,11
1957,Golden Corral,CHICKEN FRIED STEAK (MADE FROM SCRATCH),230,6,31,14,1250,25,1,11
1958,Golden Corral,CHICKEN GIZZARDS,160,10,10,9,310,90,1,11
1959,Golden Corral,CHICKEN LEMONATA,140,6,4,15,1220,35,1,11
1960,Golden Corral,CHICKEN MACHACA,120,6,2,15,470,60,1,11
1961,Golden Corral,CHICKEN NOODLE SOUP,80,1,12,6,900,20,0,11
1962,Golden Corral,CHICKEN PARMESAN,240,12,16,17,570,40,1,11
1963,Golden Corral,CHICKEN PICCATA,220,13,6,19,640,50,1,11
1964,Golden Corral,CHICKEN POT PIE,140,7,14,6,340,20,1,11
1965,Golden Corral,CHICKEN QUESADILLAS,130,8,9,5,230,15,1,11
1966,Golden Corral,CHICKEN SALAD,250,22,3,10,320,105,0,11
1967,Golden Corral,"CHICKEN SALAD, SOUTHERN STYLE",280,24,8,9,290,55,0,11
1968,Golden Corral,CHICKEN STRIPS,60,1,0,11,190,35,0,11
1969,Golden Corral,CHICKEN STUFFED BURRITOS,300,18,18,17,740,60,1,11
1970,Golden Corral,CHICKEN TORTILLA SOUP,90,4,8,4,420,15,2,11
1971,Golden Corral,CHICKPEAS,60,1,9,3,180,0,4,11
1972,Golden Corral,CHOCOLATE CAKE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11
1973,Golden Corral,CHOCOLATE CAKE WITH CHERRIES,160,8,23,1,190,20,0,11
1974,Golden Corral,CHOCOLATE CAKE WITH CHOCOLATE CHIPS,210,11,29,1,180,20,0,11
1975,Golden Corral,CHOCOLATE CHESS PIE,380,19,49,3,180,50,0,11
1976,Golden Corral,CHOCOLATE CHIP COOKIE CRUMBLES,80,4,11,1,40,0,0,11
1977,Golden Corral,CHOCOLATE CHIP COOKIES,60,3,8,1,30,0,0,11
1978,Golden Corral,CHOCOLATE CHIP MUFFINS,430,19,65,3,420,30,1,11
1979,Golden Corral,CHOCOLATE CHIP PANCAKES,150,8,18,2,35,10,0,11
1980,Golden Corral,CHOCOLATE CHIPS,140,8,18,0,0,0,0,11
1981,Golden Corral,CHOCOLATE COOKIE - SUGAR FREE,70,3,12,1,45,5,1,11
1982,Golden Corral,CHOCOLATE COOKIE CRUMBLES,60,2,9,1,55,0,0,11
1983,Golden Corral,CHOCOLATE COVERED RAISINS,110,6,15,1,10,0,0,11
1984,Golden Corral,CHOCOLATE CRINKLE COOKIES,70,2,9,1,70,5,0,11
1985,Golden Corral,CHOCOLATE CUPCAKES,190,9,28,2,210,20,1,11
1986,Golden Corral,CHOCOLATE FOUNTAIN,210,15,20,1,65,0,2,11
1987,Golden Corral,CHOCOLATE FUDGE,130,4,22,0,50,0,0,11
1988,Golden Corral,CHOCOLATE MILK,200,2,34,10,240,15,0,11
1989,Golden Corral,CHOCOLATE PUDDING - NO SUGAR ADDED,120,4,16,3,230,10,0,11
1990,Golden Corral,CHOCOLATE SOFT SERVE,90,2,20,1,55,5,0,11
1991,Golden Corral,CHOCOLATE SPRINKLE COOKIES,70,3,10,1,75,5,0,11
1992,Bojangles,1 BREAST AND 1 WING DINNER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
1993,Bojangles,1 BREAST DINNER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
1994,Bojangles,1 THIGH AND 1 LEG DINNER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
1995,Bojangles,1/2 GALLON LEGENDARY ICED TEA (SWEET),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
1996,Bojangles,1/2 GALLON LEGENDARY ICED TEA (UNSWEET),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
1997,Bojangles,12 PIECE BOX AND 6 BISCUITS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
1998,Bojangles,12 PIECE SUPER TAILGATE (FEEDS 6),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
1999,Bojangles,12PC CHICKEN SUPREMES AND 4 BISCUITS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2000,Bojangles,12PC CHICKEN SUPREMES TAILGATE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2001,Bojangles,12PC HOMESTYLE TENDERS? BOX & 4 BISCUITÉ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2002,Bojangles,12PC HOMESTYLE TENDERS? TAILGATE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2003,Bojangles,2 BREAST DINNER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2004,Bojangles,2 BREASTS AND 1 WING DINNER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2005,Bojangles,2 HOMESTYLE TENDERS? KID'S MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2006,Bojangles,2 PC. CHICKEN SUPREMES KID'S MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2007,Bojangles,2 SAUSAGE BISCUITS (A LA CARTE),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2008,Bojangles,2 SAUSAGE BISCUITS COMBO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2009,Bojangles,2 THIGHS AND 1 LEG DINNER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2010,Bojangles,20 PIECE BOX AND 10 BISCUITS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2011,Bojangles,20 PIECE JUMBO TAILGATE (FEEDS 10),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2012,Bojangles,3 WING DINNER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2013,Bojangles,4 PIECE MIXED DINNER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2014,Bojangles,4PC CHICKEN SUPREMES COMBO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2015,Bojangles,4PC HOMESTYLE TENDERS? COMBO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2016,Bojangles,8 PIECE BOX AND 4 BISCUITS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2017,Bojangles,8 PIECE TAILGATE SPECIAL (FEEDS 4),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2018,Bojangles,"BACON, EGG AND CHEESE BISCUIT (A LA CARÉ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2019,Bojangles,"BACON, EGG AND CHEESE BISCUIT COMBO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2020,Bojangles,BO-BERRY BISCUIT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2021,Bojangles,BO-TATO ROUNDS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2022,Bojangles,BOJANGLES' CAJUN PINTOS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2023,Bojangles,BOJANGLES' DIRTY RICE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2024,Bojangles,BOTTLED WATER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2025,Bojangles,CAJUN FILET BISCUIT (A LA CARTE),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2026,Bojangles,CAJUN FILET BISCUIT (COMBO),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2027,Bojangles,CAJUN FILET CLUB SANDWICH (A LA CARTE),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2028,Bojangles,CAJUN FILET CLUB SANDWICH (COMBO),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2029,Bojangles,CAJUN FILET SANDWICH (A LA CARTE),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2030,Bojangles,CAJUN FILET SANDWICH (COMBO),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2031,Bojangles,CAJUN GRAVY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2032,Bojangles,CHEDDAR BO BISCUIT (A LA CARTE),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2033,Bojangles,CHEDDAR BO BISCUIT COMBO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2034,Bojangles,CHICKEN LEG KID'S MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2035,Bojangles,CHICKEN RICE BOWL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2036,Bojangles,CHICKEN SUPREMES SALAD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2037,Bojangles,CINNAMON BISCUIT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2038,Bojangles,COLESLAW,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2039,Bojangles,COUNTRY HAM AND EGG BISCUIT (A LA CARTEÉ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2040,Bojangles,COUNTRY HAM AND EGG BISCUIT COMBO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2041,Bojangles,COUNTRY HAM BISCUIT (A LA CARTE),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2042,Bojangles,COUNTRY HAM BISCUIT COMBO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2043,Bojangles,DIET MOUNTAIN DEW,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2044,Bojangles,DIET PEPSI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2045,Bojangles,DR. PEPPER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2046,Bojangles,EGG & CHEESE BISCUIT (A LA CARTE),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2047,Bojangles,EGG & CHEESE BISCUIT (COMBO),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2048,Bojangles,GARDEN SALAD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2049,Bojangles,GRAVY BISCUIT (A LA CARTE),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2050,Bojangles,GRAVY BISCUIT COMBO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2051,Bojangles,GREEN BEANS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2052,Bojangles,GRILLED CHICKEN CLUB SANDWICH (A LA CARÉ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2053,Bojangles,GRILLED CHICKEN CLUB SANDWICH (COMBO),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2054,Bojangles,GRILLED CHICKEN SALAD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2055,Bojangles,GRILLED CHICKEN SANDWICH (A LA CARTE),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2056,Bojangles,GRILLED CHICKEN SANDWICH (COMBO),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2057,Bojangles,GRITS (AVAILABLE UNTIL 11AM),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2058,Bojangles,HOMESTYLE TENDERS? SALAD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2059,Bojangles,JAMBALAYA RICE BOWL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2060,Bojangles,LEGENDARY ICED TEA (SWEET),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2061,Bojangles,LEGENDARY ICED TEA (UNSWEET),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2062,Bojangles,MAC 'N CHEESE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2063,Bojangles,MAC 'N CHEESE KID'S MEAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2064,Bojangles,MASHED POTATOES 'N GRAVY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2065,Bojangles,MILK - CHOCOLATE LOW FAT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2066,Bojangles,MILK - WHITE LOW FAT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2067,Bojangles,MOUNTIAN DEW,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2068,Bojangles,PEPSI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2069,Bojangles,PLAIN BUTTERMILK BISCUIT (A LA CARTE),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2070,Bojangles,PREMIUM COFFEE - DECAF,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2071,Bojangles,PREMIUM COFFEE - REGULAR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2072,Bojangles,PULLED PORK BBQ SANDWICH (A LA CARTE),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2073,Bojangles,PULLED PORK BBQ SANDWICH COMBO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2074,Bojangles,ROASTED CHICKEN BITES? COMBO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2075,Bojangles,ROASTED CHICKEN BITES? SALAD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2076,Bojangles,SAUSAGE AND EGG BISCUIT (A LA CARTE),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2077,Bojangles,SAUSAGE AND EGG BISCUIT COMBO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2078,Bojangles,SAUSAGE BISCUIT (A LA CARTE),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2079,Bojangles,SAUSAGE BISCUIT COMBO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2080,Bojangles,SAUSAGE GRAVY BISCUIT (A LA CARTE),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2081,Bojangles,SAUSAGE GRAVY BISCUIT COMBO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2082,Bojangles,SEASONED FRIES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2083,Bojangles,SIERRA MIST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2084,Bojangles,SIMPLY ORANGE JUICE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2085,Bojangles,SMOKED SAUSAGE BISCUIT (A LA CARTE),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2086,Bojangles,SMOKED SAUSAGE BISCUIT COMBO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2087,Bojangles,SOUTHERN FILET BISCUIT (A LA CARTE),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2088,Bojangles,SOUTHERN FILET BISCUIT COMBO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2089,Bojangles,STEAK BISCUIT (A LA CARTE),NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2090,Bojangles,STEAK BISCUIT COMBO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2091,Bojangles,SWEET POTATO PIE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2092,Bojangles,TROPICANA FRUIT PUNCH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2093,Bojangles,TROPICANA PINK LEMONADE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
2094,Wendy's,10 PC. CRISPY CHICKEN NUGGETS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2095,Wendy's,10 PC. SPICY CHICKEN NUGGET,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2096,Wendy's,10 PIECE CHICKEN NUGGETS,420,27,24,22,850,80,1,13
2097,Wendy's,10 PIECE SPICY CHICKEN NUGGETS,470,31,22,26,1190,65,2,13
2098,Wendy's,"2 SPICY CHICKENS, 2 JBCS & 4 SM FRIES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2099,Wendy's,4 PC. CRISPY CHICKEN NUGGETS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2100,Wendy's,4 PC. SPICY CHICKEN NUGGETS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2101,Wendy's,4 PIECE CHICKEN NUGGETS,170,11,10,9,340,35,0,13
2102,Wendy's,4 PIECE SPICY CHICKEN NUGGETS,190,12,9,10,480,25,1,13
2103,Wendy's,6 PC. CRISPY CHICKEN NUGGETS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2104,Wendy's,6 PC. SPICY CHICKEN NUGGETS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2105,Wendy's,6 PICECE CHICKEN NUGGETS,250,16,14,13,510,50,1,13
2106,Wendy's,6 PIECE SPICY CHICKEN NUGGETS,280,18,13,15,720,40,1,13
2107,Wendy's,ALL-NATURAL LEMONADE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2108,Wendy's,"ALL-NATURAL LEMONADE, LARGE",380,0,100,0,0,0,0,13
2109,Wendy's,"ALL-NATURAL LEMONADE, MEDIUM",330,0,86,0,0,0,0,13
2110,Wendy's,"ALL-NATURAL LEMONADE, SMALL",190,0,50,0,0,0,0,13
2111,Wendy's,APPLE BITES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2112,Wendy's,APPLE BITES,35,0,9,0,0,0,2,13
2113,Wendy's,"APPLE PECAN CHICKEN SALAD, FULL SIZE",560,24,52,38,1020,115,7,13
2114,Wendy's,APPLE PECAN SALAD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2115,Wendy's,"APPLE PECAN SALAD, DRESSING",90,3,16,0,190,0,0,13
2116,Wendy's,ASIAGO RANCH CHICKEN CLUB COMBO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2117,Wendy's,ASIAGO RANCH CLASSIC CHICKEN CLUB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2118,Wendy's,ASIAGO RANCH CLASSIC CHICKEN CLUB COMBO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2119,Wendy's,BACON CHEESE BAKED POTATO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2120,Wendy's,BACON CHEESE BAKED POTATO,440,13,64,17,610,35,7,13
2121,Wendy's,BACON DOUBLE STACK,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2122,Wendy's,BACON DOUBLE STACK,450,26,26,26,820,65,1,13
2123,Wendy's,"BACON, EGG & CHEESE BISCUIT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2124,Wendy's,"BACON, EGG & CHEESE BISCUIT",420,27,28,16,1240,205,1,13
2125,Wendy's,"BACON, EGG & CHEESE BISCUIT COMBO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2126,Wendy's,"BACON, EGG & SWISS CROISSANT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2127,Wendy's,"BACON, EGG & SWISS CROISSANT",410,23,34,18,890,230,1,13
2128,Wendy's,"BACON, EGG & SWISS CROISSANT COMBO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2129,Wendy's,BACONATOR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2130,Wendy's,BACONATOR,950,62,40,59,1630,205,2,13
2131,Wendy's,BACONATOR COMBO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2132,Wendy's,BACONATOR FRIES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2133,Wendy's,BACONATOR FRIES,490,28,45,14,550,35,4,13
2134,Wendy's,BARQ'S ROOT BEER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2135,Wendy's,"BARQ'S ROOT BEER, LARGE",450,0,122,0,180,0,0,13
2136,Wendy's,"BARQ'S ROOT BEER, MEDIUM",360,0,98,0,150,0,0,13
2137,Wendy's,"BARQ'S ROOT BEER, SMALL",260,0,72,0,65,0,0,13
2138,Wendy's,BIG BACON CLASSIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2139,Wendy's,BIG BACON CLASSIC,650,41,37,33,1230,90,2,13
2140,Wendy's,BIG BACON CLASSIC COMBO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2141,Wendy's,BIG BACON CLASSIC DOUBLE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2142,Wendy's,BIG BACON CLASSIC DOUBLE,910,62,37,53,1400,145,2,13
2143,Wendy's,BIG BACON CLASSIC TRIPLE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2144,Wendy's,BIG BACON CLASSIC TRIPLE,1220,86,38,75,1770,210,2,13
2145,Wendy's,BOURBON BACON CHEESEBURGER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2146,Wendy's,BOURBON BACON CHEESEBURGER COMBO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2147,Wendy's,BOURBON BACON CHEESEBURGER DOUBLE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2148,Wendy's,BOURBON BACON CHEESEBURGER TRIPLE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2149,Wendy's,BREAKFAST BACONATOR,730,50,37,34,1750,280,1,13
2150,Wendy's,BREAKFAST BACONATORª,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2151,Wendy's,BREAKFAST BACONATORª COMBO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2152,Wendy's,"BREWED DECAFFEINATED COFFEE, LARGE",0,0,0,0,10,0,0,13
2153,Wendy's,"BREWED UNSWEETENED ICED TEA, LARGE",5,0,2,0,25,0,0,13
2154,Wendy's,"BREWED UNSWEETENED ICED TEA, MEDIUM",0,0,1,0,15,0,0,13
2155,Wendy's,"BREWED UNSWEETENED ICED TEA, SMALL",5,0,0,0,0,0,0,13
2156,Wendy's,CHEESE BAKED POTATO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2157,Wendy's,CHEESE BAKED POTATO,430,13,65,14,560,30,7,13
2158,Wendy's,CHEESE FRIES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2159,Wendy's,CHEESE FRIES,450,27,40,11,880,40,3,13
2160,Wendy's,CHILI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2161,Wendy's,CHILI & CHEESE BAKED POTATO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2162,Wendy's,CHILI & CHEESE BAKED POTATO,460,11,71,19,710,35,8,13
2163,Wendy's,CHILI CHEESE FRIES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2164,Wendy's,CHILI CHEESE FRIES,530,28,53,17,1060,35,7,13
2165,Wendy's,"CHILI, LARGE",250,7,23,23,1170,50,5,13
2166,Wendy's,"CHILI, SMALL",170,5,16,15,780,35,4,13
2167,Wendy's,CHOCOLATE CHUNK COOKIE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2168,Wendy's,CHOCOLATE CHUNK COOKIE,310,16,40,3,210,20,2,13
2169,Wendy's,CHOCOLATE FROSTY-CCINO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2170,Wendy's,"CHOCOLATE FROSTY-CCINO, LARGE",310,8,52,9,150,30,3,13
2171,Wendy's,"CHOCOLATE FROSTY-CCINO, SMALL",220,5,36,6,105,20,2,13
2172,Wendy's,CHOCOLATE MILK,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2173,Wendy's,"CLASSIC BACON, EGG & CHEESE SANDWICH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2174,Wendy's,"CLASSIC BACON, EGG & CHEESE SANDWICH",320,17,25,18,850,205,1,13
2175,Wendy's,"CLASSIC BACON, EGG & CHEESE SANDWICH COÉ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2176,Wendy's,CLASSIC CHICKEN SANDWICH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2177,Wendy's,CLASSIC CHICKEN SANDWICH COMBO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2178,Wendy's,CLASSIC CHOCOLATE FROSTY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2179,Wendy's,"CLASSIC CHOCOLATE FROSTY, JUNIOR",200,5,33,6,90,20,0,13
2180,Wendy's,"CLASSIC CHOCOLATE FROSTY, LARGE",590,15,99,17,260,60,0,13
2181,Wendy's,"CLASSIC CHOCOLATE FROSTY, MEDIUM",470,12,79,13,210,50,0,13
2182,Wendy's,"CLASSIC CHOCOLATE FROSTY, SMALL",350,9,58,10,150,35,0,13
2183,Wendy's,CLASSIC JALAPE„O POPPER SANDWICH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2184,Wendy's,CLASSIC JALAPENO POPPER SANDWICH,600,28,51,37,2060,105,2,13
2185,Wendy's,"CLASSIC SAUSAGE, EGG & CHEESE SANDWICH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2186,Wendy's,"CLASSIC SAUSAGE, EGG & CHEESE SANDWICH É",NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2187,Wendy's,COCA-COLA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2188,Wendy's,COCA-COLA ZERO SUGAR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2189,Wendy's,"COCA-COLA ZERO SUGAR, LARGE",0,0,1,0,100,0,0,13
2190,Wendy's,"COCA-COLA ZERO SUGAR, MEDIUM",0,0,0,0,95,0,0,13
2191,Wendy's,"COCA-COLA ZERO SUGAR, SMALL",0,0,0,0,50,0,0,13
2192,Wendy's,"COCA-COLA, LARGE",400,0,109,0,90,0,0,13
2193,Wendy's,"COCA-COLA, MEDIUM",320,0,87,0,70,0,0,13
2194,Wendy's,"COCA-COLA, SMALL",200,0,54,0,45,0,0,13
2195,Wendy's,COLD BREW ICED COFFEE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2196,Wendy's,"COLD BREW ICED COFFEE, LARGE",25,0,5,1,30,0,0,13
2197,Wendy's,"COLD BREW ICED COFFEE, SMALL",15,0,3,1,20,0,0,13
2198,Wendy's,CRISPY CHICKEN BLT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
2199,Wendy's,CRISPY CHICKEN BLT,420,23,35,20,950,50,2,13
2200,Wendy's,CRISPY CHICKEN SANDWICH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
